,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,country_cyrilic
14969,Pound Ridge,Pound Ridge,41.2115,-73.5747,United States,US,USA,New York,,5230.0,Соединети Американски Држави
14970,Avra Valley,Avra Valley,32.4195,-111.3393,United States,US,USA,Arizona,,5227.0,Соединети Американски Држави
14971,East Granby,East Granby,41.9424,-72.741,United States,US,USA,Connecticut,,5220.0,Соединети Американски Држави
14972,Dandridge,Dandridge,36.0284,-83.4308,United States,US,USA,Tennessee,,5216.0,Соединети Американски Држави
14973,Fort-Shevchenko,Fort-Shevchenko,44.5171,50.2666,Kazakhstan,KZ,KAZ,Mangghystaū,,5213.0,Казахстан
14974,New Ipswich,New Ipswich,42.7489,-71.8747,United States,US,USA,New Hampshire,,5206.0,Соединети Американски Држави
14975,North Salem,North Salem,41.333,-73.6042,United States,US,USA,New York,,5205.0,Соединети Американски Држави
14976,New Liskeard,New Liskeard,47.5,-79.6666,Canada,CA,CAN,Ontario,,5203.0,Канада
14977,Holland,Holland,40.5966,-75.1221,United States,US,USA,New Jersey,,5201.0,Соединети Американски Држави
14978,Hampstead,Hampstead,34.3627,-77.7318,United States,US,USA,North Carolina,,5200.0,Соединети Американски Држави
14979,Warren,Warren,42.2002,-72.2006,United States,US,USA,Massachusetts,,5199.0,Соединети Американски Држави
14980,Hampden,Hampden,42.0638,-72.4157,United States,US,USA,Massachusetts,,5193.0,Соединети Американски Држави
14981,Brookline,Brookline,42.7464,-71.6705,United States,US,USA,New Hampshire,,5190.0,Соединети Американски Држави
14982,Xiangkhoang,Xiangkhoang,19.3337,103.3666,Laos,LA,LAO,Xiangkhouang,,5189.0,Лаос
14983,Floral City,Floral City,28.7065,-82.309,United States,US,USA,Florida,,5188.0,Соединети Американски Држави
14984,Bulverde,Bulverde,29.7736,-98.4359,United States,US,USA,Texas,,5184.0,Соединети Американски Држави
14985,Hollywood,Hollywood,32.7524,-80.2105,United States,US,USA,South Carolina,,5179.0,Соединети Американски Држави
14986,Bolton,Bolton,42.4362,-71.6073,United States,US,USA,Massachusetts,,5167.0,Соединети Американски Држави
14987,Carlisle,Carlisle,42.53,-71.3513,United States,US,USA,Massachusetts,,5160.0,Соединети Американски Држави
14988,Shelby,Shelby,43.1738,-78.3868,United States,US,USA,New York,,5154.0,Соединети Американски Држави
14989,Glencoe,Glencoe,33.9446,-85.9319,United States,US,USA,Alabama,,5152.0,Соединети Американски Држави
14990,Schuyler Falls,Schuyler Falls,44.6578,-73.5842,United States,US,USA,New York,,5150.0,Соединети Американски Држави
14991,Fort Rucker,Fort Rucker,31.3428,-85.7154,United States,US,USA,Alabama,,5149.0,Соединети Американски Држави
14992,Paris,Paris,44.2445,-70.4883,United States,US,USA,Maine,,5148.0,Соединети Американски Држави
14993,Flanders,Flanders,40.8925,-72.6049,United States,US,USA,New York,,5144.0,Соединети Американски Држави
14994,Northumberland,Northumberland,43.1621,-73.6305,United States,US,USA,New York,,5140.0,Соединети Американски Држави
14995,Newman,Newman,-23.3666,119.7333,Australia,AU,AUS,Western Australia,,5138.0,Австралија
14996,Chernyshevskiy,Chernyshevskiy,63.0128,112.4714,Russia,RU,RUS,Sakha (Yakutiya),,5137.0,Русија
14997,Colesville,Colesville,42.1742,-75.6627,United States,US,USA,New York,,5135.0,Соединети Американски Држави
14998,Combarbalá,Combarbala,-31.18,-71.0,Chile,CL,CHL,Coquimbo,,5134.0,Чиле
14999,Villa del Rosario,Villa del Rosario,-24.4196,-57.1,Paraguay,PY,PRY,San Pedro,,5123.0,Парагвај
15000,Daleville,Daleville,31.2915,-85.7117,United States,US,USA,Alabama,,5122.0,Соединети Американски Држави
15001,Chisago City,Chisago City,45.3474,-92.9116,United States,US,USA,Minnesota,,5109.0,Соединети Американски Држави
15002,Williamson,Williamson,34.7082,-112.5342,United States,US,USA,Arizona,,5108.0,Соединети Американски Држави
15003,Wilton,Wilton,38.413,-121.2127,United States,US,USA,California,,5097.0,Соединети Американски Држави
15004,Farmers Loop,Farmers Loop,64.9061,-147.6957,United States,US,USA,Alaska,,5092.0,Соединети Американски Држави
15005,Rockingham,Rockingham,43.1815,-72.5014,United States,US,USA,Vermont,,5092.0,Соединети Американски Држави
15006,Commercial,Commercial,39.2763,-75.0407,United States,US,USA,New Jersey,,5080.0,Соединети Американски Држави
15007,Carlyss,Carlyss,30.1762,-93.3704,United States,US,USA,Louisiana,,5075.0,Соединети Американски Држави
15008,Canterbury,Canterbury,41.6979,-71.9998,United States,US,USA,Connecticut,,5074.0,Соединети Американски Држави
15009,Battlement Mesa,Battlement Mesa,39.4505,-108.0068,United States,US,USA,Colorado,,5072.0,Соединети Американски Држави
15010,Marion,Marion,41.7091,-70.7635,United States,US,USA,Massachusetts,,5065.0,Соединети Американски Држави
15011,Paulden,Paulden,34.8899,-112.4938,United States,US,USA,Arizona,,5064.0,Соединети Американски Држави
15012,Ulysses,Ulysses,42.5124,-76.6169,United States,US,USA,New York,,5062.0,Соединети Американски Држави
15013,Lone Grove,Lone Grove,34.1809,-97.2559,United States,US,USA,Oklahoma,,5060.0,Соединети Американски Држави
15014,Deerfield,Deerfield,42.522,-72.6097,United States,US,USA,Massachusetts,,5049.0,Соединети Американски Држави
15015,Hearst,Hearst,49.7005,-83.6666,Canada,CA,CAN,Ontario,,5043.0,Канада
15016,Mount Hood Village,Mount Hood Village,45.3433,-121.9832,United States,US,USA,Oregon,,5041.0,Соединети Американски Држави
15017,Rainsville,Rainsville,34.4939,-85.8435,United States,US,USA,Alabama,,5038.0,Соединети Американски Држави
15018,Bristol,Bristol,42.5378,-88.0149,United States,US,USA,Wisconsin,,5034.0,Соединети Американски Држави
15019,Manchester,Manchester,37.1464,-83.7635,United States,US,USA,Kentucky,,5028.0,Соединети Американски Држави
15020,McMinns Lagoon,McMinns Lagoon,-12.5329,131.05,Australia,AU,AUS,Northern Territory,,5025.0,Австралија
15021,McGregor,McGregor,31.4186,-97.4283,United States,US,USA,Texas,,5022.0,Соединети Американски Држави
15022,Lake Montezuma,Lake Montezuma,34.6414,-111.796,United States,US,USA,Arizona,,5013.0,Соединети Американски Држави
15023,Clifton,Clifton,33.0249,-109.2883,United States,US,USA,Arizona,,5010.0,Соединети Американски Држави
15024,Sabattus,Sabattus,44.095,-70.0662,United States,US,USA,Maine,,5009.0,Соединети Американски Држави
15025,Sugarcreek,Sugarcreek,41.438,-79.8183,United States,US,USA,Pennsylvania,,5009.0,Соединети Американски Држави
15026,Charlestown,Charlestown,43.2469,-72.3939,United States,US,USA,New Hampshire,,5008.0,Соединети Американски Држави
15027,Wakefield,Wakefield,43.5916,-71.0098,United States,US,USA,New Hampshire,,5007.0,Соединети Американски Држави
15028,Qaşr al Farāfirah,Qasr al Farafirah,27.0671,27.9666,Egypt,EG,EGY,Al Wādī al Jadīd,,5000.0,Египет
15029,Puerto La Victoria,Puerto La Victoria,-22.2896,-57.94,Paraguay,PY,PRY,Alto Paraguay,,5000.0,Парагвај
15030,Artëmovsk,Artemovsk,54.3487,93.4355,Russia,RU,RUS,Krasnoyarskiy Kray,,4948.0,Русија
15031,Ust’-Kamchatsk,Ust'-Kamchatsk,56.2135,162.435,Russia,RU,RUS,Kamchatskiy Kray,,4939.0,Русија
15032,Betanzos,Betanzos,-19.56,-65.45,Bolivia,BO,BOL,Potosí,,4847.0,Боливија
15033,Cubal,Cubal,-13.0396,14.24,Angola,AO,AGO,Benguela,,4837.0,Ангола
15034,Pevek,Pevek,69.7008,170.3133,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,4837.0,Русија
15035,Nata,Nata,-20.2095,26.19,Botswana,BW,BWA,,,4794.0,Боцвана
15036,Turukhansk,Turukhansk,65.8382,87.955,Russia,RU,RUS,Krasnoyarskiy Kray,,4774.0,Русија
15037,Uncia,Uncia,-18.47,-66.57,Bolivia,BO,BOL,Potosí,,4723.0,Боливија
15038,Camargo,Camargo,-20.6396,-65.21,Bolivia,BO,BOL,Chuquisaca,,4715.0,Боливија
15039,Bagdarin,Bagdarin,54.4333,113.6,Russia,RU,RUS,Buryatiya,,4676.0,Русија
15040,Sangar,Sangar,63.9241,127.4739,Russia,RU,RUS,Sakha (Yakutiya),,4633.0,Русија
15041,Marathon,Marathon,48.7504,-86.3667,Canada,CA,CAN,Ontario,,4627.0,Канада
15042,Brownsweg,Brownsweg,5.02,-55.17,Suriname,SR,SUR,Brokopondo,,4582.0,Суринам
15043,Otavi,Otavi,-19.64,17.342,Namibia,,NAM,Otjozondjupa,,4562.0,Намибија
15044,Kindersley,Kindersley,51.467,-109.1333,Canada,CA,CAN,Saskatchewan,,4383.0,Канада
15045,Sokolo,Sokolo,14.7337,-6.1333,Mali,ML,MLI,Ségou,,4374.0,Мали
15046,Saryshagan,Saryshagan,46.1195,73.6191,Kazakhstan,KZ,KAZ,Qaraghandy,,4365.0,Казахстан
15047,La Cruz,La Cruz,11.0704,-85.63,Costa Rica,CR,CRI,Guanacaste,,4319.0,Костарика
15048,Bekily,Bekily,-24.2162,45.3166,Madagascar,MG,MDG,Toliara,,4286.0,Мадагаскар
15049,El Maitén,El Maiten,-42.05,-71.1666,Argentina,AR,ARG,"Buenos Aires, Ciudad Autónoma de",,4269.0,Аргентина
15050,Batagay,Batagay,67.656,134.635,Russia,RU,RUS,Sakha (Yakutiya),,4266.0,Русија
15051,Kyaukpyu,Kyaukpyu,19.429,93.5494,Burma,MM,MMR,Rakhine State,,4261.0,Мјанмар (Бурма)
15052,Channel-Port aux Basques,Channel-Port aux Basques,47.567,-59.15,Canada,CA,CAN,Newfoundland and Labrador,,4220.0,Канада
15053,San Javier,San Javier,-16.2896,-62.5,Bolivia,BO,BOL,Santa Cruz,,4210.0,Боливија
15054,Omsukchan,Omsukchan,62.5333,155.8,Russia,RU,RUS,Magadanskaya Oblast’,,4201.0,Русија
15055,Apolo,Apolo,-14.7196,-68.42,Bolivia,BO,BOL,La Paz,,4189.0,Боливија
15056,Novyy Uoyan,Novyy Uoyan,56.135,111.7339,Russia,RU,RUS,Buryatiya,,4184.0,Русија
15057,Santo Tomás,Santo Tomas,-14.46,-72.08,Peru,PE,PER,Cusco,,4134.0,Перу
15058,Mitzic,Mitzic,0.7837,11.5666,Gabon,GA,GAB,Woleu-Ntem,,4111.0,Габон
15059,Bongandanga,Bongandanga,1.5104,21.05,Congo (Kinshasa),CD,COD,Mongala,,4105.0,Конго - Киншаса
15060,Brus Laguna,Brus Laguna,15.7504,-84.48,Honduras,HN,HND,Gracias a Dios,,4067.0,Хондурас
15061,Quime,Quime,-16.98,-67.22,Bolivia,BO,BOL,La Paz,,4045.0,Боливија
15062,Araouane,Araouane,18.9,-3.53,Mali,ML,MLI,Tombouctou,,4026.0,Мали
15063,Mayumba,Mayumba,-3.4166,10.65,Gabon,GA,GAB,Nyanga,,3996.0,Габон
15064,Saint-Augustin,Saint-Augustin,51.2423,-58.647,Canada,CA,CAN,Québec,,3961.0,Канада
15065,Mbé,Mbe,7.8504,13.6,Cameroon,CM,CMR,Nord,,3950.0,Камерун
15066,Digby,Digby,44.6226,-65.7605,Canada,CA,CAN,Nova Scotia,,3949.0,Канада
15067,Karmah an Nuzul,Karmah an Nuzul,19.6337,30.4166,Sudan,SD,SDN,Northern,,3928.0,Судан
15068,Shongzhy,Shongzhy,43.5421,79.4703,Kazakhstan,KZ,KAZ,Almaty,,3902.0,Казахстан
15069,Westport,Westport,-41.7638,171.6028,New Zealand,NZ,NZL,West Coast,,3900.0,Нов Зеланд
15070,Hay River,Hay River,60.85,-115.7,Canada,CA,CAN,Northwest Territories,,3900.0,Канада
15071,Windsor,Windsor,44.9806,-64.1291,Canada,CA,CAN,Nova Scotia,,3864.0,Канада
15072,Ciudad Cortés,Ciudad Cortes,8.9604,-83.53,Costa Rica,CR,CRI,Puntarenas,,3850.0,Костарика
15073,Vitim,Vitim,59.4515,112.5578,Russia,RU,RUS,Sakha (Yakutiya),,3843.0,Русија
15074,P’ungsan,P'ungsan,40.8175,128.1553,"Korea, North",KP,PRK,Yanggang,,3839.0,Северна Кореја
15075,La Ronge,La Ronge,55.1,-105.3,Canada,CA,CAN,Saskatchewan,,3783.0,Канада
15076,Deer Lake,Deer Lake,52.617,-94.0666,Canada,CA,CAN,Ontario,,3743.0,Канада
15077,Teeli,Teeli,51.0333,90.2333,Russia,RU,RUS,Tyva,,3732.0,Русија
15078,Cherskiy,Cherskiy,68.7501,161.33,Russia,RU,RUS,Sakha (Yakutiya),,3707.0,Русија
15079,Lavumisa,Lavumisa,-27.2962,31.9,Swaziland,SZ,SWZ,,,3695.0,Свазиленд
15080,Mezen’,Mezen',65.8522,44.24,Russia,RU,RUS,Arkhangel’skaya Oblast’,,3672.0,Русија
15081,Palana,Palana,59.084,159.95,Russia,RU,RUS,Kamchatskiy Kray,,3671.0,Русија
15082,Zyryanka,Zyryanka,65.736,150.89,Russia,RU,RUS,Sakha (Yakutiya),,3627.0,Русија
15083,Atikokan,Atikokan,48.7504,-91.6166,Canada,CA,CAN,Ontario,,3625.0,Канада
15084,De-Kastri,De-Kastri,51.4666,140.7833,Russia,RU,RUS,Khabarovskiy Kray,,3615.0,Русија
15085,Dehiba,Dehiba,32.017,10.7,Tunisia,TN,TUN,Tataouine,,3525.0,Тунис
15086,Ligonha,Ligonha,-15.1757,37.74,Mozambique,MZ,MOZ,Nampula,,3500.0,Мозамбик
15087,Santa Bárbara,Santa Barbara,-37.67,-72.02,Chile,CL,CHL,Biobío,,3494.0,Чиле
15088,Srednekolymsk,Srednekolymsk,67.45,153.71,Russia,RU,RUS,Sakha (Yakutiya),,3459.0,Русија
15089,Magdalena,Magdalena,-13.2601,-64.0528,Bolivia,BO,BOL,El Beni,,3445.0,Боливија
15090,Darregueira,Darregueira,-37.6996,-63.1666,Argentina,AR,ARG,Buenos Aires,,3412.0,Аргентина
15091,Bukachacha,Bukachacha,52.9833,116.9166,Russia,RU,RUS,Zabaykal’skiy Kray,,3372.0,Русија
15092,Ugol’nyye Kopi,Ugol'nyye Kopi,64.7333,177.7,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,3367.0,Русија
15093,Lukulu,Lukulu,-14.3896,23.24,Zambia,ZM,ZMB,Western,,3349.0,Замбија
15094,Gander,Gander,48.95,-54.55,Canada,CA,CAN,Newfoundland and Labrador,,3345.0,Канада
15095,Krasnogorsk,Krasnogorsk,48.4615,142.09,Russia,RU,RUS,Sakhalinskaya Oblast’,,3304.0,Русија
15096,Mopipi,Mopipi,-21.1795,24.88,Botswana,BW,BWA,Central,,3301.0,Боцвана
15097,Zhigansk,Zhigansk,66.7697,123.3711,Russia,RU,RUS,Sakha (Yakutiya),,3237.0,Русија
15098,Khatanga,Khatanga,72.0411,102.465,Russia,RU,RUS,Krasnoyarskiy Kray,,3205.0,Русија
15099,Caballococha,Caballococha,-3.9163,-70.5083,Peru,PE,PER,Loreto,,3195.0,Перу
15100,Mékambo,Mekambo,1.0171,13.9333,Gabon,GA,GAB,Ogooué-Ivindo,,3170.0,Габон
15101,Shelburne,Shelburne,43.7656,-65.3194,Canada,CA,CAN,Nova Scotia,,3167.0,Канада
15102,Anna Regina,Anna Regina,7.2704,-58.5001,Guyana,GY,GUY,Pomeroon-Supenaam,,3113.0,Гвајана
15103,Buur Gaabo,Buur Gaabo,-1.2009,41.852,Somalia,SO,SOM,Jubbada Hoose,,3096.0,Сомалија
15104,Ust’-Maya,Ust'-Maya,60.4566,134.5433,Russia,RU,RUS,Sakha (Yakutiya),,3062.0,Русија
15105,Arroyos y Esteros,Arroyos y Esteros,-25.05,-57.09,Paraguay,PY,PRY,Cordillera,,3055.0,Парагвај
15106,I-n-Amguel,I-n-Amguel,23.6939,5.1647,Algeria,DZ,DZA,Tamanrasset,,3030.0,Алжир
15107,Charagua,Charagua,-19.7996,-63.22,Bolivia,BO,BOL,Santa Cruz,,3025.0,Боливија
15108,Abaí,Abai,-26.0296,-55.94,Paraguay,PY,PRY,Caazapá,,3024.0,Парагвај
15109,Inuvik,Inuvik,68.35,-133.7,Canada,CA,CAN,Northwest Territories,,3022.0,Канада
15110,Taoudenni,Taoudenni,22.6666,-3.9834,Mali,ML,MLI,Tombouctou,,3019.0,Мали
15111,San Lorenzo,San Lorenzo,-21.4799,-64.77,Bolivia,BO,BOL,Tarija,,3000.0,Боливија
15112,Saranpaul’,Saranpaul',64.2505,60.97,Russia,RU,RUS,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,2985.0,Русија
15113,Samaipata,Samaipata,-18.18,-63.77,Bolivia,BO,BOL,Santa Cruz,,2926.0,Боливија
15114,Padilla,Padilla,-19.2996,-64.31,Bolivia,BO,BOL,Chuquisaca,,2920.0,Боливија
15115,Lillooet,Lillooet,50.6837,-121.9333,Canada,CA,CAN,British Columbia,,2893.0,Канада
15116,Villalonga,Villalonga,-39.8829,-62.5833,Argentina,AR,ARG,Buenos Aires,,2838.0,Аргентина
15117,Ygatimi,Ygatimi,-24.0796,-55.5,Paraguay,PY,PRY,Canindeyú,,2809.0,Парагвај
15118,Hlatikulu,Hlatikulu,-27.0,31.4167,Swaziland,SZ,SWZ,Shiselweni,,2748.0,Свазиленд
15119,Entre Ríos,Entre Rios,-21.53,-64.19,Bolivia,BO,BOL,Tarija,,2685.0,Боливија
15120,Sauðárkrókur,Saudharkrokur,65.7464,-19.639,Iceland,IS,ISL,,,2682.0,Исланд
15121,Merredin,Merredin,-31.4828,118.2667,Australia,AU,AUS,Western Australia,,2668.0,Австралија
15122,Chapleau,Chapleau,47.8337,-83.4,Canada,CA,CAN,Ontario,,2663.0,Канада
15123,Burns Lake,Burns Lake,54.217,-125.7666,Canada,CA,CAN,British Columbia,,2635.0,Канада
15124,Huasco,Huasco,-28.4696,-71.22,Chile,CL,CHL,Atacama,,2558.0,Чиле
15125,Provideniya,Provideniya,64.4235,-173.2258,Russia,RU,RUS,,,2536.0,Русија
15126,Ísafjörður,Isafjordhur,66.0833,-23.15,Iceland,IS,ISL,,,2534.0,Исланд
15127,Chokurdakh,Chokurdakh,70.6183,147.8946,Russia,RU,RUS,Sakha (Yakutiya),,2506.0,Русија
15128,Nauta,Nauta,-4.57,-73.78,Peru,PE,PER,Loreto,,2500.0,Перу
15129,Marādah,Maradah,29.2337,19.2166,Libya,LY,LBY,Al Wāḩāt,,2500.0,Либија
15130,Mariscal Estigarribia,Mariscal Estigarribia,-22.03,-60.61,Paraguay,PY,PRY,Boquerón,,2500.0,Парагвај
15131,José Batlle y Ordóñez,Jose Batlle y Ordonez,-33.47,-55.12,Uruguay,UY,URY,Lavalleja,,2438.0,Уругвај
15132,Tarabuco,Tarabuco,-19.18,-64.9199,Bolivia,BO,BOL,Chuquisaca,,2428.0,Боливија
15133,Severo-Kuril’sk,Severo-Kuril'sk,50.6905,156.085,Russia,RU,RUS,Sakhalinskaya Oblast’,,2422.0,Русија
15134,Baures,Baures,-13.58,-63.5801,Bolivia,BO,BOL,El Beni,,2422.0,Боливија
15135,Uspallata,Uspallata,-32.5931,-69.346,Argentina,AR,ARG,Mendoza,,2390.0,Аргентина
15136,El Dorado,El Dorado,6.7333,-61.6333,Venezuela,VE,VEN,Bolívar,,2383.0,Венецуела
15137,Oficina María Elena,Oficina Maria Elena,-22.35,-69.67,Chile,CL,CHL,Antofagasta,,2370.0,Чиле
15138,Coroico,Coroico,-16.1896,-67.72,Bolivia,BO,BOL,La Paz,,2361.0,Боливија
15139,Dondo,Dondo,-9.69,14.43,Angola,AO,AGO,Kwanza Norte,,2353.0,Ангола
15140,Sohano,Sohano,-5.4297,154.6711,Papua New Guinea,PG,PNG,Bougainville,,2338.0,Папуа Нова Гвинеја
15141,Muconda,Muconda,-10.5996,21.32,Angola,AO,AGO,Lunda Sul,,2324.0,Ангола
15142,Toltén,Tolten,-39.2166,-73.2123,Chile,CL,CHL,Araucanía,,2293.0,Чиле
15143,Egilsstaðir,Egilsstadhir,65.2674,-14.395,Iceland,IS,ISL,,,2265.0,Исланд
15144,Egvekinot,Egvekinot,66.3221,-179.1837,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,2248.0,Русија
15145,Mwenga,Mwenga,-3.0382,28.4325,Congo (Kinshasa),CD,COD,Sud-Kivu,,2216.0,Конго - Киншаса
15146,El Manteco,El Manteco,7.3504,-62.5333,Venezuela,VE,VEN,Bolívar,,2215.0,Венецуела
15147,Stanley,Stanley,-51.7,-57.85,Falkland Islands (Islas Malvinas),FK,FLK,,,2213.0,Фолкландски Острови
15148,Biggar,Biggar,52.0504,-107.9833,Canada,CA,CAN,Saskatchewan,,2192.0,Канада
15149,Sorata,Sorata,-15.79,-68.6601,Bolivia,BO,BOL,La Paz,,2190.0,Боливија
15150,Wiarton,Wiarton,44.7337,-81.1333,Canada,CA,CAN,Ontario,,2182.0,Канада
15151,Hudson Bay,Hudson Bay,52.8504,-102.3833,Canada,CA,CAN,Saskatchewan,,2157.0,Канада
15152,Plumtree,Plumtree,-20.4795,27.82,Zimbabwe,ZW,ZWE,,,2148.0,Зимбабве
15153,Pozo Colorado,Pozo Colorado,-23.43,-58.86,Paraguay,PY,PRY,Presidente Hayes,,2135.0,Парагвај
15154,Mejillones,Mejillones,-23.1,-70.45,Chile,CL,CHL,Antofagasta,,2041.0,Чиле
15155,Evensk,Evensk,61.95,159.2333,Russia,RU,RUS,Magadanskaya Oblast’,,2024.0,Русија
15156,Konza,Konza,-1.7496,37.12,Kenya,KE,KEN,Machakos,,2004.0,Кенија
15157,Dawwah,Dawwah,20.633,58.908,Oman,OM,OMN,Janūb ash Sharqīyah,,2000.0,Оман
15158,Matagami,Matagami,49.7504,-77.6333,Canada,CA,CAN,Québec,,1966.0,Канада
15159,Kaupanger,Kaupanger,61.1833,6.85,Norway,NO,NOR,Sogn og Fjordane,,1965.0,Норвешка
15160,Amapá,Amapa,2.05,-50.8,Brazil,BR,BRA,Amapá,,1947.0,Бразил
15161,Lehututu,Lehututu,-23.9696,21.87,Botswana,BW,BWA,,,1942.0,Боцвана
15162,Abunã,Abuna,-9.6954,-65.3597,Brazil,BR,BRA,Rondônia,,1929.0,Бразил
15163,Saskylakh,Saskylakh,71.9166,114.0833,Russia,RU,RUS,Sakha (Yakutiya),,1920.0,Русија
15164,Tae-dong,Tae-dong,40.6171,125.4501,"Korea, North",KP,PRK,P’yŏngbuk,,1884.0,Северна Кореја
15165,Corocoro,Corocoro,-17.1696,-68.45,Bolivia,BO,BOL,La Paz,,1884.0,Боливија
15166,Paamiut,Paamiut,62.0041,-49.6351,Greenland,GL,GRL,Sermersooq,,1862.0,Гренланд
15167,Beringovskiy,Beringovskiy,63.0655,179.3067,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,1861.0,Русија
15168,Tasiilaq,Tasiilaq,65.6019,-37.6337,Greenland,GL,GRL,Sermersooq,,1829.0,Гренланд
15169,Río Mayo,Rio Mayo,-45.6834,-70.2666,Argentina,AR,ARG,Chubut,,1825.0,Аргентина
15170,Sixaola,Sixaola,9.5204,-82.62,Costa Rica,CR,CRI,Limón,,1823.0,Костарика
15171,Attawapiskat,Attawapiskat,52.9166,-82.4333,Canada,CA,CAN,Ontario,,1802.0,Канада
15172,Novyy Port,Novyy Port,67.6983,72.9283,Russia,RU,RUS,Yamalo-Nenetskiy Avtonomnyy Okrug,,1790.0,Русија
15173,Borgarnes,Borgarnes,64.5695,-21.8623,Iceland,IS,ISL,,,1783.0,Исланд
15174,Puerto Villarroel,Puerto Villarroel,-16.87,-64.78,Bolivia,BO,BOL,Cochabamba,,1778.0,Боливија
15175,Red Lake,Red Lake,51.0337,-93.8333,Canada,CA,CAN,Ontario,,1765.0,Канада
15176,Nokaneng,Nokaneng,-19.6696,22.27,Botswana,BW,BWA,,,1763.0,Боцвана
15177,Al Jaghbūb,Al Jaghbub,29.7504,24.5166,Libya,LY,LBY,Al Buţnān,,1744.0,Либија
15178,Nasir,Nasir,8.6004,33.0666,South Sudan,SS,SSD,Upper Nile,,1741.0,Јужен Судан
15179,Moosonee,Moosonee,51.2806,-80.658,Canada,CA,CAN,Ontario,,1725.0,Канада
15180,Al Qaşr,Al Qasr,25.7004,28.8833,Egypt,EG,EGY,Al Wādī al Jadīd,,1716.0,Египет
15181,Höfn,Hofn,64.2723,-15.2139,Iceland,IS,ISL,Austurland,,1695.0,Исланд
15182,Peterborough,Peterborough,-32.9662,138.8333,Australia,AU,AUS,South Australia,,1689.0,Австралија
15183,Labutta,Labutta,16.1619,94.7014,Burma,MM,MMR,Ayeyawady,,1667.0,Мјанмар (Бурма)
15184,Omboué,Omboue,-1.5662,9.25,Gabon,GA,GAB,Ogooué-Maritime,,1667.0,Габон
15185,Tofino,Tofino,49.1521,-125.9031,Canada,CA,CAN,British Columbia,,1655.0,Канада
15186,Igloolik,Igloolik,69.2565,-81.7936,Canada,CA,CAN,Nunavut,,1612.0,Канада
15187,Inukjuak,Inukjuak,58.47,-78.136,Canada,CA,CAN,Québec,,1597.0,Канада
15188,Little Current,Little Current,45.967,-81.9333,Canada,CA,CAN,Ontario,,1595.0,Канада
15189,Ceduna,Ceduna,-32.0991,133.6623,Australia,AU,AUS,South Australia,,1586.0,Австралија
15190,Pond Inlet,Pond Inlet,72.685,-78.0001,Canada,CA,CAN,Nunavut,,1549.0,Канада
15191,Manja,Manja,-21.4329,44.3333,Madagascar,MG,MDG,Toliara,,1536.0,Мадагаскар
15192,Kipili,Kipili,-7.4329,30.6,Tanzania,TZ,TZA,Rukwa,,1533.0,Танзанија
15193,Ust’-Kuyga,Ust'-Kuyga,70.0171,135.6,Russia,RU,RUS,Sakha (Yakutiya),,1517.0,Русија
15194,El’dikan,El'dikan,60.8,135.1833,Russia,RU,RUS,Sakha (Yakutiya),,1516.0,Русија
15195,Chibemba,Chibemba,-15.7496,14.08,Angola,AO,AGO,Huíla,,1502.0,Ангола
15196,Meningie,Meningie,-35.6995,139.3333,Australia,AU,AUS,South Australia,,1501.0,Австралија
15197,Tajarhī,Tajarhi,24.3704,14.4708,Libya,LY,LBY,Murzuq,,1500.0,Либија
15198,Cap-Chat,Cap-Chat,49.1,-66.6833,Canada,CA,CAN,Québec,,1484.0,Канада
15199,Cambridge Bay,Cambridge Bay,69.117,-105.0333,Canada,CA,CAN,Nunavut,,1477.0,Канада
15200,Lokwabe,Lokwabe,-24.1696,21.83,Botswana,BW,BWA,,,1473.0,Боцвана
15201,Thessalon,Thessalon,46.25,-83.55,Canada,CA,CAN,Ontario,,1464.0,Канада
15202,Gingin,Gingin,-31.3496,115.9,Australia,AU,AUS,Western Australia,,1446.0,Австралија
15203,Chibia,Chibia,-15.1896,13.69,Angola,AO,AGO,Huíla,,1411.0,Ангола
15204,Tsau,Tsau,-20.1596,22.46,Botswana,BW,BWA,,,1409.0,Боцвана
15205,Bella Bella,Bella Bella,52.1484,-128.1173,Canada,CA,CAN,British Columbia,,1400.0,Канада
15206,Verkhoyansk,Verkhoyansk,67.5447,133.385,Russia,RU,RUS,Sakha (Yakutiya),,1388.0,Русија
15207,Cobalt,Cobalt,47.3837,-79.6833,Canada,CA,CAN,Ontario,,1372.0,Канада
15208,Qasigiannguit,Qasigiannguit,68.8193,-51.1785,Greenland,GL,GRL,Qaasuitsup,,1341.0,Гренланд
15209,Qardho,Qardho,9.5004,49.166,Somalia,SO,SOM,Bari,,1341.0,Сомалија
15210,Nyimba,Nyimba,-14.5495,30.81,Zambia,ZM,ZMB,Eastern,,1336.0,Замбија
15211,Pangnirtung,Pangnirtung,66.1333,-65.75,Canada,CA,CAN,Nunavut,,1320.0,Канада
15212,Dawson,Dawson,64.0666,-139.4167,Canada,CA,CAN,Yukon,,1319.0,Канада
