,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,country_cyrilic
4912,Oshikango,Oshikango,-17.3995,15.88,Namibia,,NAM,Ohangwena,,12423.0,Намибија
4913,Somerville,Somerville,40.5697,-74.6092,United States,US,USA,New Jersey,,12418.0,Соединети Американски Држави
4914,Edgewater,Edgewater,40.8238,-73.9739,United States,US,USA,New Jersey,,12368.0,Соединети Американски Држави
4915,Forécariah,Forecariah,9.43,-13.098,Guinea,GN,GIN,Kindia,minor,12358.0,Гвинеја
4916,Cherry Creek,Cherry Creek,39.6094,-104.8645,United States,US,USA,Colorado,,12310.0,Соединети Американски Држави
4917,Aldama,Aldama,22.9204,-98.07,Mexico,MX,MEX,Tamaulipas,minor,12292.0,Мексико
4918,South Miami,South Miami,25.7079,-80.2952,United States,US,USA,Florida,,12281.0,Соединети Американски Држави
4919,Hasbrouck Heights,Hasbrouck Heights,40.8618,-74.0741,United States,US,USA,New Jersey,,12277.0,Соединети Американски Држави
4920,Westwood Lakes,Westwood Lakes,25.7237,-80.3717,United States,US,USA,Florida,,12273.0,Соединети Американски Држави
4921,Ermoúpoli,Ermoupoli,37.4504,24.9333,Greece,GR,GRC,Notío Aigaío,admin,12260.0,Грција
4922,Haverstraw,Haverstraw,41.1934,-73.952,United States,US,USA,New York,,12216.0,Соединети Американски Држави
4923,Qalāt,Qalat,32.1123,66.8868,Afghanistan,AF,AFG,Zābul,admin,12191.0,Авганистан
4924,Red Bank,Red Bank,40.3481,-74.0672,United States,US,USA,New Jersey,,12150.0,Соединети Американски Држави
4925,Alum Rock,Alum Rock,37.3694,-121.8241,United States,US,USA,California,,12128.0,Соединети Американски Држави
4926,Dikhil,Dikhil,11.104,42.372,Djibouti,DJ,DJI,Dikhil,admin,12043.0,Џибути
4927,North Wantagh,North Wantagh,40.6983,-73.5086,United States,US,USA,New York,,12019.0,Соединети Американски Држави
4928,Home Gardens,Home Gardens,33.8784,-117.5116,United States,US,USA,California,,11997.0,Соединети Американски Држави
4929,Dundo,Dundo,-7.38,20.83,Angola,AO,AGO,Lunda Norte,admin,11985.0,Ангола
4930,Robertsport,Robertsport,6.7533,-11.3686,Liberia,LR,LBR,Grand Cape Mount,admin,11969.0,Либерија
4931,Clawson,Clawson,42.5367,-83.1504,United States,US,USA,Michigan,,11946.0,Соединети Американски Држави
4932,La Cruz,La Cruz,23.9204,-106.9,Mexico,MX,MEX,Sinaloa,minor,11900.0,Мексико
4933,Santa Rosalía,Santa Rosalia,27.3171,-112.2834,Mexico,MX,MEX,Baja California Sur,minor,11899.0,Мексико
4934,Balancán,Balancan,17.8,-91.53,Mexico,MX,MEX,Tabasco,minor,11895.0,Мексико
4935,Freehold,Freehold,40.2596,-74.2755,United States,US,USA,New Jersey,,11894.0,Соединети Американски Држави
4936,Wetaskiwin,Wetaskiwin,52.9666,-113.3833,Canada,CA,CAN,Alberta,,11823.0,Канада
4937,Haapsalu,Haapsalu,58.9431,23.5414,Estonia,EE,EST,Läänemaa,admin,11805.0,Естонија
4938,Wallington,Wallington,40.8535,-74.1069,United States,US,USA,New Jersey,,11781.0,Соединети Американски Држави
4939,Ascensión,Ascension,31.1,-107.98,Mexico,MX,MEX,Chihuahua,minor,11781.0,Мексико
4940,Oak Hills,Oak Hills,45.5403,-122.8413,United States,US,USA,Oregon,,11779.0,Соединети Американски Држави
4941,Minnehaha,Minnehaha,45.6577,-122.6204,United States,US,USA,Washington,,11767.0,Соединети Американски Држави
4942,Ndélé,Ndele,8.4091,20.653,Central African Republic,CF,CAF,Bamingui-Bangoran,admin,11764.0,Централноафриканска Република
4943,Emeryville,Emeryville,37.8382,-122.2932,United States,US,USA,California,,11758.0,Соединети Американски Држави
4944,River Edge,River Edge,40.9268,-74.0387,United States,US,USA,New Jersey,,11724.0,Соединети Американски Држави
4945,Guttenberg,Guttenberg,40.7927,-74.0048,United States,US,USA,New Jersey,,11695.0,Соединети Американски Држави
4946,Alotau,Alotau,-10.3021,150.4591,Papua New Guinea,PG,PNG,Milne Bay,admin,11624.0,Папуа Нова Гвинеја
4947,Signal Hill,Signal Hill,33.8029,-118.1681,United States,US,USA,California,,11622.0,Соединети Американски Држави
4948,Waipio,Waipio,21.4143,-157.9966,United States,US,USA,Hawaii,,11607.0,Соединети Американски Држави
4949,Bartica,Bartica,6.4104,-58.63,Guyana,GY,GUY,Cuyuni-Mazaruni,admin,11524.0,Гвајана
4950,Yeadon,Yeadon,39.9324,-75.2527,United States,US,USA,Pennsylvania,,11505.0,Соединети Американски Држави
4951,Citrus,Citrus,34.1161,-117.889,United States,US,USA,California,,11489.0,Соединети Американски Држави
4952,Coamo,Coamo,18.0765,-66.3638,Puerto Rico,PR,PRI,Puerto Rico,,11467.0,Порторико
4953,Fort Liberté,Fort Liberte,19.6656,-71.8448,Haiti,HT,HTI,Nord-Est,admin,11465.0,Хаити
4954,Sanniquellie,Sanniquellie,7.371,-8.685,Liberia,LR,LBR,Nimba,admin,11415.0,Либерија
4955,Ḩadībū,Hadibu,12.6519,54.0239,Yemen,YE,YEM,Arkhabīl Suquţrá,admin,11396.0,Јемен
4956,Mwanza,Mwanza,-15.6167,34.5167,Malawi,MW,MWI,Mwanza,admin,11379.0,Малави
4957,Piedmont,Piedmont,37.8226,-122.2301,United States,US,USA,California,,11378.0,Соединети Американски Држави
4958,Newman,Newman,37.3157,-121.0211,United States,US,USA,California,,11360.0,Соединети Американски Држави
4959,Las Tablas,Las Tablas,7.7604,-80.28,Panama,PA,PAN,Los Santos,admin,11358.0,Панама
4960,View Park-Windsor Hills,View Park-Windsor Hills,33.9955,-118.3484,United States,US,USA,California,,11308.0,Соединети Американски Држави
4961,Summit,Summit,41.7877,-87.8146,United States,US,USA,Illinois,,11278.0,Соединети Американски Држави
4962,Steinkjer,Steinkjer,64.0171,11.5,Norway,NO,NOR,,admin,11274.0,Норвешка
4963,Loreto,Loreto,26.0133,-111.3517,Mexico,MX,MEX,Baja California Sur,minor,11227.0,Мексико
4964,Vanimo,Vanimo,-2.69,141.304,Papua New Guinea,PG,PNG,West Sepik,admin,11204.0,Папуа Нова Гвинеја
4965,El Fuerte,El Fuerte,26.4204,-108.62,Mexico,MX,MEX,Sinaloa,minor,11171.0,Мексико
4966,Richmond Heights,Richmond Heights,25.6347,-80.372,United States,US,USA,Florida,,11155.0,Соединети Американски Држави
4967,Villanueva,Villanueva,22.35,-102.88,Mexico,MX,MEX,Zacatecas,minor,11138.0,Мексико
4968,Mpigi,Mpigi,0.225,32.3136,Uganda,UG,UGA,Mpigi,admin,11082.0,Уганда
4969,Little Ferry,Little Ferry,40.8463,-74.0388,United States,US,USA,New Jersey,,11000.0,Соединети Американски Држави
4970,Biltine,Biltine,14.5333,20.9167,Chad,TD,TCD,Wadi Fira,admin,11000.0,Чад
4971,Suffern,Suffern,41.1138,-74.1421,United States,US,USA,New York,,10995.0,Соединети Американски Држави
4972,Rossmoor,Rossmoor,33.7886,-118.0803,United States,US,USA,California,,10920.0,Соединети Американски Држави
4973,Santa Bárbara,Santa Barbara,26.8004,-105.82,Mexico,MX,MEX,Chihuahua,minor,10800.0,Мексико
4974,North Lindenhurst,North Lindenhurst,40.7072,-73.3859,United States,US,USA,New York,,10788.0,Соединети Американски Држави
4975,Naranja,Naranja,25.5164,-80.4221,United States,US,USA,Florida,,10776.0,Соединети Американски Држави
4976,Bolama,Bolama,11.583,-15.4828,Guinea-Bissau,GW,GNB,Bolama/Bijagós,admin,10769.0,Гвинеја-Бисау
4977,Northbrook,Northbrook,39.2466,-84.5795,United States,US,USA,Ohio,,10760.0,Соединети Американски Држави
4978,Dangriga,Dangriga,16.97,-88.22,Belize,BZ,BLZ,Stann Creek,admin,10750.0,Белизе
4979,Coalcomán de Vázquez Pallares,Coalcoman de Vazquez Pallares,18.7804,-103.15,Mexico,MX,MEX,Michoacán de Ocampo,minor,10715.0,Мексико
4980,Karuzi,Karuzi,-3.1,30.163,Burundi,BI,BDI,Karuzi,admin,10705.0,Бурунди
4981,Darby,Darby,39.921,-75.2611,United States,US,USA,Pennsylvania,,10700.0,Соединети Американски Држави
4982,La Riviera,La Riviera,38.5683,-121.3544,United States,US,USA,California,,10693.0,Соединети Американски Држави
4983,Kavaratti,Kavaratti,10.5626,72.6369,India,IN,IND,Lakshadweep,admin,10688.0,Индија
4984,Jacinto City,Jacinto City,29.7663,-95.241,United States,US,USA,Texas,,10661.0,Соединети Американски Држави
4985,Timberlane,Timberlane,29.8781,-90.0303,United States,US,USA,Louisiana,,10655.0,Соединети Американски Држави
4986,Ewo,Ewo,-0.8796,14.82,Congo (Brazzaville),CG,COG,Cuvette-Ouest,admin,10650.0,Конго - Бразавил
4987,Lansdowne,Lansdowne,39.9408,-75.276,United States,US,USA,Pennsylvania,,10646.0,Соединети Американски Држави
4988,West Perrine,West Perrine,25.6061,-80.3639,United States,US,USA,Florida,,10634.0,Соединети Американски Држави
4989,Del Aire,Del Aire,33.9168,-118.3693,United States,US,USA,California,,10614.0,Соединети Американски Држави
4990,Valparaíso,Valparaiso,22.7704,-103.57,Mexico,MX,MEX,Zacatecas,minor,10545.0,Мексико
4991,East Whittier,East Whittier,33.9244,-117.9887,United States,US,USA,California,,10540.0,Соединети Американски Држави
4992,Coral Hills,Coral Hills,38.8709,-76.9234,United States,US,USA,Maryland,,10512.0,Соединети Американски Држави
4993,Cacheu,Cacheu,12.269,-16.165,Guinea-Bissau,GW,GNB,Cacheu,admin,10490.0,Гвинеја-Бисау
4994,Filadelfia,Filadelfia,-22.34,-60.03,Paraguay,PY,PRY,Boquerón,admin,10470.0,Парагвај
4995,Bound Brook,Bound Brook,40.5676,-74.5383,United States,US,USA,New Jersey,,10468.0,Соединети Американски Држави
4996,Ntcheu,Ntcheu,-14.8167,34.6333,Malawi,MW,MWI,Ntcheu,admin,10445.0,Малави
4997,West Haverstraw,West Haverstraw,41.2063,-73.9883,United States,US,USA,New York,,10388.0,Соединети Американски Држави
4998,Greenville,Greenville,5.0111,-9.0388,Liberia,LR,LBR,Sinoe,admin,10374.0,Либерија
4999,Canatlán,Canatlan,24.52,-104.78,Mexico,MX,MEX,Durango,minor,10342.0,Мексико
5000,Orange Cove,Orange Cove,36.6211,-119.3188,United States,US,USA,California,,10339.0,Соединети Американски Држави
5001,Anadyr’,Anadyr',64.737,177.475,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,admin,10332.0,Русија
5002,Inwood,Inwood,40.6218,-73.7507,United States,US,USA,New York,,10304.0,Соединети Американски Држави
5003,Great Neck,Great Neck,40.8029,-73.7332,United States,US,USA,New York,,10303.0,Соединети Американски Држави
5004,Sukhothai,Sukhothai,17.0119,99.7515,Thailand,TH,THA,Sukhothai,admin,10276.0,Тајланд
5005,Ventnor City,Ventnor City,39.3457,-74.486,United States,US,USA,New Jersey,,10239.0,Соединети Американски Држави
5006,Puerto Carreño,Puerto Carreno,6.185,-67.493,Colombia,CO,COL,Vichada,admin,10216.0,Колумбија
5007,Maili,Maili,21.4134,-158.1702,United States,US,USA,Hawaii,,10190.0,Соединети Американски Држави
5008,Capitola,Capitola,36.9772,-121.9539,United States,US,USA,California,,10180.0,Соединети Американски Држави
5009,Birao,Birao,10.2837,22.7833,Central African Republic,CF,CAF,Vakaga,admin,10178.0,Централноафриканска Република
5010,Ondjiva,Ondjiva,-17.0696,15.73,Angola,AO,AGO,Cunene,admin,10169.0,Ангола
5011,Watervliet,Watervliet,42.7243,-73.7068,United States,US,USA,New York,,10131.0,Соединети Американски Држави
5012,Greymouth,Greymouth,-42.4716,171.2231,New Zealand,NZ,NZL,West Coast,admin,10100.0,Нов Зеланд
5013,Tarīn Kōṯ,Tarin Kot,32.6333,65.8667,Afghanistan,AF,AFG,Uruzgān,admin,10000.0,Авганистан
5014,New Hyde Park,New Hyde Park,40.7324,-73.6857,United States,US,USA,New York,,9953.0,Соединети Американски Држави
5015,Lincoln Village,Lincoln Village,39.9532,-83.1314,United States,US,USA,Ohio,,9899.0,Соединети Американски Држави
5016,Catió,Catio,11.2167,-15.1667,Guinea-Bissau,GW,GNB,Tombali,admin,9898.0,Гвинеја-Бисау
5017,Ayutla de los Libres,Ayutla de los Libres,16.9004,-99.22,Mexico,MX,MEX,Guerrero,minor,9897.0,Мексико
5018,Bocas del Toro,Bocas del Toro,9.3354,-82.2475,Panama,PA,PAN,Bocas del Toro,admin,9883.0,Панама
5019,East Rockaway,East Rockaway,40.6432,-73.6672,United States,US,USA,New York,,9863.0,Соединети Американски Држави
5020,Maywood,Maywood,40.9025,-74.0634,United States,US,USA,New Jersey,,9860.0,Соединети Американски Држави
5021,Pájaros,Pajaros,18.3609,-66.2184,Puerto Rico,PR,PRI,Puerto Rico,,9858.0,Порторико
5022,North Kensington,North Kensington,39.0392,-77.0723,United States,US,USA,Maryland,,9856.0,Соединети Американски Држави
5023,Keansburg,Keansburg,40.4469,-74.1316,United States,US,USA,New Jersey,,9806.0,Соединети Американски Држави
5024,Marina del Rey,Marina del Rey,33.9765,-118.4486,United States,US,USA,California,,9691.0,Соединети Американски Држави
5025,Tshabong,Tshabong,-26.0095,22.4,Botswana,BW,BWA,Kgalagadi,admin,9679.0,Боцвана
5026,Phangnga,Phangnga,8.451,98.534,Thailand,TH,THA,Phangnga,admin,9676.0,Тајланд
5027,Lake Stickney,Lake Stickney,47.8709,-122.2596,United States,US,USA,Washington,,9667.0,Соединети Американски Држави
5028,Fort William,Fort William,56.8165,-5.1121,United Kingdom,GB,GBR,Highland,,9652.0,Обединето Кралство
5029,Djambala,Djambala,-2.5396,14.75,Congo (Brazzaville),CG,COG,Plateaux,admin,9651.0,Конго - Бразавил
5030,Trujillo,Trujillo,15.9104,-85.96,Honduras,HN,HND,Colón,admin,9646.0,Хондурас
5031,Sabana Grande,Sabana Grande,18.0821,-66.9673,Puerto Rico,PR,PRI,Puerto Rico,,9639.0,Порторико
5032,Bristol,Bristol,40.1028,-74.853,United States,US,USA,Pennsylvania,,9631.0,Соединети Американски Држави
5033,Brookdale,Brookdale,40.8348,-74.1798,United States,US,USA,New Jersey,,9575.0,Соединети Американски Држави
5034,Charter Oak,Charter Oak,34.1025,-117.8564,United States,US,USA,California,,9481.0,Соединети Американски Држави
5035,Bladensburg,Bladensburg,38.9424,-76.9263,United States,US,USA,Maryland,,9450.0,Соединети Американски Држави
5036,Woodlyn,Woodlyn,39.8774,-75.3445,United States,US,USA,Pennsylvania,,9439.0,Соединети Американски Држави
5037,Sarnen,Sarnen,46.899,8.243,Switzerland,CH,CHE,Obwalden,admin,9410.0,Швајцарија
5038,Brentwood,Brentwood,40.3734,-79.9757,United States,US,USA,Pennsylvania,,9398.0,Соединети Американски Држави
5039,Kundiawa,Kundiawa,-6.023,144.96,Papua New Guinea,PG,PNG,Chimbu,admin,9383.0,Папуа Нова Гвинеја
5040,Derby,Derby,39.8401,-104.9171,United States,US,USA,Colorado,,9365.0,Соединети Американски Држави
5041,Weyburn,Weyburn,49.6666,-103.85,Canada,CA,CAN,Saskatchewan,,9362.0,Канада
5042,San Pedro de Ycuamandiyú,San Pedro de Ycuamandiyu,-24.09,-57.08,Paraguay,PY,PRY,San Pedro,admin,9360.0,Парагвај
5043,Aiea,Aiea,21.3865,-157.9232,United States,US,USA,Hawaii,,9332.0,Соединети Американски Држави
5044,Ahumada,Ahumada,30.6104,-106.51,Mexico,MX,MEX,Chihuahua,minor,9326.0,Мексико
5045,Leisure World,Leisure World,39.1023,-77.0691,United States,US,USA,Maryland,,9322.0,Соединети Американски Држави
